pays;reseau;nom;cle;N;Nobs;manquant;p60;p300;p600;dispersion;annulJour;arretsSupprJour;jours;verdict;motif
France;fr_sncf;Villefranche-sur-Mer;fr_sncf|UIC87756361;53.8;8.4;84;54.8;83.3;90.5;35.7;0.2;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 8.4 < 15
Pays-Bas;nl_ovapi;Heino;nl_ovapi|heino@52.43,6.22;14.6;8.4;42;81;97.6;100;19;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.4 < 15
Allemagne;de_gtfsde;Mergelstetten Bahnhof;de_gtfsde|mergelstettenbahnhof@48.65,10.16;12.8;8.4;34;54.8;81;83.3;28.6;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.4 < 15
France;fr_sncf;Sélestat;fr_sncf|UIC87214056;50.3;8.3;84;78.8;93.9;93.9;15.2;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.3 < 15
France;fr_sncf;Juan les Pins;fr_sncf|UIC87757666;45.8;8.3;82;54;86;88;34;1.17;0.33;6;REJETEE;volume observe 8.3 < 15
France;fr_sncf;Creil;fr_sncf|UIC87276006;34.5;8.3;76;90;96;96;6;0.83;0.17;6;REJETEE;volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|85585;32.8;8.3;75;51.5;87.9;93.9;42.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
France;fr_sncf;Mouans-Sartoux;fr_sncf|UIC87401323;32.8;8.3;75;75.8;93.9;97;21.2;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|345621;26.5;8.3;69;39.4;57.6;69.7;30.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15 , ponctualite 58 % < 60 %
Etats-Unis;us_mta_mnr;;us_mta_mnr|177;23;8.3;64;52;98;100;48;0;0;6;REJETEE;identite non resolue , volume observe 8.3 < 15
Allemagne;de_gtfsde;Potsdam, Park Sanssouci Bhf;de_gtfsde|potsdamparksanssoucibhf@52.39,13.02;21.3;8.3;61;66.7;84.8;87.9;21.2;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|667932;20;8.3;59;42.4;84.8;97;54.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|213946;20;8.3;59;48.5;78.8;97;48.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
Etats-Unis;us_mbta;Ashland;us_mbta|ashland@42.26,-71.48;15.8;8.3;47;100;100;100;0;0;0;6;REJETEE;volume observe 8.3 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Mantgum;nl_ovapi|mantgum@53.13,5.71;15.8;8.3;48;60.6;100;100;39.4;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mbta;Natick Center;us_mbta|natickcenter@42.29,-71.35;15.2;8.3;45;100;100;100;0;0;0;6;REJETEE;volume observe 8.3 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|360354;15;8.3;45;93.9;100;100;6.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Raalte;nl_ovapi|raalte@52.39,6.28;14.3;8.3;42;70;100;100;30;0;0;6;REJETEE;volume observe 8.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|357178;13.5;8.3;39;57.6;75.8;87.9;30.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
Etats-Unis;us_mbta;Hyde Park;us_mbta|hydepark@42.26,-71.13;11.8;8.3;30;100;100;100;0;0;0;6;REJETEE;volume observe 8.3 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|180907;11.8;8.3;30;15.2;60.6;93.9;78.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|69983;11.3;8.3;27;18.2;87.9;97;78.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
Pays-Bas;nl_ovapi;Dalen;nl_ovapi|dalen@52.69,6.76;11.2;8.3;25;22;98;100;78;0.17;0;6;REJETEE;volume observe 8.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|117294;11;8.3;25;57.6;90.9;100;42.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.3 < 15
France;fr_sncf;La Tour-de-Salvagny Hippodrome;fr_sncf|UIC87698316;17.8;8.2;54;46.3;75.6;87.8;41.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.2 < 15
Pays-Bas;nl_ovapi;Nijverdal;nl_ovapi|nijverdal@52.37,6.47;14.3;8.2;43;93.9;98;100;6.1;0;0;6;REJETEE;volume observe 8.2 < 15
Etats-Unis;us_mta_lirr;;us_mta_lirr|198;11.2;8.2;27;22;68.3;87.8;65.9;0.4;0;5;REJETEE;identite non resolue , present 5 jours sur 6 , volume observe 8.2 < 15
France;fr_sncf;Saint-Pierre-des-Corps;fr_sncf|UIC87571240;44.3;8;82;56.3;81.3;83.3;27.1;1;0;6;REJETEE;volume observe 8.0 < 15
France;fr_sncf;Grasse;fr_sncf|UIC87757724;32.8;8;76;87.5;100;100;12.5;0;0.25;4;REJETEE;present 4 jours sur 6 , volume observe 8.0 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Vienne;fr_sncf|UIC87722587;30.3;8;74;60.4;77.1;81.3;20.8;0.33;1.17;6;REJETEE;volume observe 8.0 < 15
France;fr_sncf;Aix-en-Provence TGV;fr_sncf|UIC87319012;23.3;8;66;47.9;66.7;77.1;29.2;0;0.17;6;REJETEE;volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|98278;21.8;8;63;62.5;84.4;87.5;25;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|514869;18.8;8;57;50;84.4;93.8;43.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
France;fr_sncf;Sain-Bel;fr_sncf|UIC87721605;17.8;8;55;80;87.5;92.5;12.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.0 < 15
France;fr_sncf;La Tour-de-Salvagny Centre;fr_sncf|UIC87698324;17.8;8;55;42.5;75;87.5;45;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|327528;17.3;8;54;43.8;71.9;87.5;43.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Pays-Bas;nl_ovapi;Almelo de Riet;nl_ovapi|almeloderiet@52.34,6.67;17;8;53;81.3;97.9;100;18.8;0;0;6;REJETEE;volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|589763;16.3;8;51;43.8;68.8;87.5;43.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Pays-Bas;nl_ovapi;Rhenen;nl_ovapi|rhenen@51.96,5.58;15.4;8;48;87.5;100;100;12.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 8.0 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|372831;13.8;8;42;62.5;96.9;100;37.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|296219;13.3;8;40;59.4;71.9;84.4;25;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|634045;11.8;8;32;31.3;65.6;93.8;62.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 8.0 < 15
Pays-Bas;nl_ovapi;Kerkrade Centrum;nl_ovapi|kerkradecentrum@50.86,6.06;11;8;27;93.8;100;100;6.3;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.0 < 15 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mbta;West Roxbury;us_mbta|westroxbury@42.28,-71.16;10.8;8;26;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 8.0 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;Ramsbach Birkhof;de_gtfsde|ramsbachbirkhof@48.49,8.15;71.2;7.8;89;76.9;87.2;87.2;10.3;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|347805;27.8;7.8;72;71;96.8;96.8;25.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|279346;21.8;7.8;64;51.6;87.1;96.8;45.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|318031;19.8;7.8;61;58.1;77.4;87.1;29;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Etats-Unis;us_mbta;Campello;us_mbta|campello@42.06,-71.01;19.4;7.8;60;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.8 < 15 , trop parfaite : 100 % a moins de 60 s
Etats-Unis;us_mbta;Holbrook/Randolph;us_mbta|holbrookrandolph@42.16,-71.03;19;7.8;59;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.8 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|249717;16.8;7.8;54;80.6;100;100;19.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|638132;14.8;7.8;47;51.6;90.3;96.8;45.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Etats-Unis;us_mbta;Chelsea;us_mbta|chelsea@42.40,-71.04;14.5;7.8;47;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.8 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|350930;13.8;7.8;44;51.6;74.2;80.6;29;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|519135;12.5;7.8;38;38.7;67.7;77.4;38.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|523784;11.8;7.8;34;48.4;71;96.8;48.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
Allemagne;de_gtfsde;Herrnburg Bahnhof;de_gtfsde|herrnburgbahnhof@53.84,10.76;11.3;7.8;31;38.7;93.5;93.5;54.8;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.8 < 15
Pays-Bas;nl_ovapi;Gramsbergen;nl_ovapi|gramsbergen@52.61,6.68;11.2;7.8;30;44.7;97.9;100;55.3;0.17;0;6;REJETEE;volume observe 7.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|661323;10.5;7.8;26;3.2;25.8;54.8;51.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15 , ponctualite 26 % < 60 %
Etats-Unis;us_mbta;Hersey;us_mbta|hersey@42.28,-71.22;10.5;7.8;26;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.8 < 15 , trop parfaite : 100 % a moins de 60 s
Etats-Unis;us_mta_lirr;;us_mta_lirr|140;10.5;7.8;26;25.8;71;90.3;64.5;0.5;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.8 < 15
France;fr_sncf;Libourne;fr_sncf|UIC87584052;28.7;7.7;73;69.6;84.8;95.7;26.1;1.83;0.17;6;REJETEE;volume observe 7.7 < 15
Pays-Bas;nl_ovapi;Valkenburg;nl_ovapi|valkenburg@50.87,5.83;34.4;7.6;78;89.5;100;100;10.5;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.6 < 15 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Chantilly - Gouvieux;fr_sncf|UIC87276113;23.4;7.6;68;63.2;86.8;94.7;31.6;0.4;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 7.6 < 15
Etats-Unis;us_mbta;Lynn Interim;us_mbta|lynninterim@42.47,-70.94;12.6;7.6;40;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.6 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Soest;nl_ovapi|soest@52.17,5.31;9.6;7.6;21;78.9;94.7;100;21.1;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.6 < 15
Allemagne;de_gtfsde;;de_gtfsde|246709;28.3;7.5;73;36.7;60;73.3;36.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|226154;22;7.5;66;50;80;90;40;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|604800;21.3;7.5;65;46.7;66.7;80;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|609323;21;7.5;64;56.7;93.3;100;43.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|314369;19.3;7.5;61;56.7;73.3;90;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|637449;17.3;7.5;57;63.3;96.7;96.7;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|375162;17;7.5;56;73.3;90;100;26.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Etats-Unis;us_mbta;Providence;us_mbta|providence@41.83,-71.41;16;7.5;53;100;100;100;0;0;0;6;REJETEE;volume observe 7.5 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|354371;15.5;7.5;52;40;76.7;93.3;53.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Etats-Unis;us_mbta;Southborough;us_mbta|southborough@42.27,-71.52;15.3;7.5;51;100;100;100;0;0;0;6;REJETEE;volume observe 7.5 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|483019;13.8;7.5;45;56.7;83.3;86.7;30;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Allemagne;de_gtfsde;;de_gtfsde|271001;13.5;7.5;44;70;100;100;30;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|439968;11;7.5;32;56.7;83.3;93.3;36.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.5 < 15
Etats-Unis;us_mbta;Bellevue;us_mbta|bellevue@42.29,-71.15;10.3;7.5;27;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.5 < 15 , trop parfaite : 100 % a moins de 60 s
Etats-Unis;us_mbta;Needham Center;us_mbta|needhamcenter@42.28,-71.24;10;7.5;25;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.5 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Caen;fr_sncf|UIC87444000;31.4;7.4;76;75.7;83.8;86.5;10.8;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.4 < 15
France;fr_sncf;VENTIMIGLIA;fr_sncf|UIC83045013;29.2;7.4;75;45.9;56.8;73;27;0;0.4;5;REJETEE;present 5 jours sur 6 , volume observe 7.4 < 15 , ponctualite 57 % < 60 %
France;fr_sncf;Massy-Palaiseau;fr_sncf|UIC87393579;19.8;7.4;63;81.1;91.9;91.9;10.8;2.2;0.2;5;REJETEE;present 5 jours sur 6 , volume observe 7.4 < 15
Etats-Unis;us_mbta;Church Street;us_mbta|churchstreet@41.67,-70.94;10.8;7.4;31;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.4 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Soest Zuid;nl_ovapi|soestzuid@52.17,5.30;9.6;7.4;23;45.9;97.3;100;54.1;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.4 < 15
France;fr_sncf;Nice Saint-Augustin;fr_sncf|UIC87756254;45.8;7.3;84;59.1;86.4;93.2;34.1;1.17;0.33;6;REJETEE;volume observe 7.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|380250;34.8;7.3;79;79.3;93.1;100;20.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
France;fr_sncf;Agde;fr_sncf|UIC87781278;28.2;7.3;74;29.5;54.5;59.1;29.5;0;0.5;6;REJETEE;volume observe 7.3 < 15 , ponctualite 55 % < 60 %
Australie;au_translink_seq;Thomas Street station;au_translink_seq|thomasstreetstation@-27.61,152.75;27.5;7.3;73;72.7;100;100;27.3;0;0;6;REJETEE;volume observe 7.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;Hodenhagen;de_gtfsde|hodenhagen@52.77,9.60;21;7.3;65;24.1;79.3;96.6;72.4;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|91051;19.8;7.3;63;55.2;89.7;96.6;41.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
Pays-Bas;nl_ovapi;Uithuizermeeden;nl_ovapi|uithuizermeeden@53.41,6.72;17.8;7.3;59;93.1;100;100;6.9;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Roodeschool;nl_ovapi|roodeschool@53.42,6.76;17.8;7.3;59;86.2;100;100;13.8;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;Frankfurt (Oder), Bahnhof;de_gtfsde|frankfurtoderbahnhof@52.34,14.55;16.8;7.3;57;31;65.5;82.8;51.7;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|261318;16;7.3;55;44.8;79.3;82.8;37.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
Etats-Unis;us_mbta;Westborough;us_mbta|westborough@42.27,-71.65;15.5;7.3;53;100;100;100;0;0;0;6;REJETEE;volume observe 7.3 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|162744;15.3;7.3;52;41.4;69;75.9;34.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
Allemagne;de_gtfsde;;de_gtfsde|626165;13.8;7.3;47;17.2;58.6;75.9;58.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15 , ponctualite 59 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|360498;12;7.3;40;51.7;82.8;89.7;37.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
Allemagne;de_gtfsde;Alte Veste;de_gtfsde|alteveste@49.45,10.97;11.3;7.3;36;69;89.7;96.6;27.6;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15
Etats-Unis;us_mbta;Needham Junction;us_mbta|needhamjunction@42.27,-71.24;10.5;7.3;31;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.3 < 15 , trop parfaite : 100 % a moins de 60 s
Australie;au_translink_seq;;au_translink_seq|600187;7.8;7.3;6;89.7;96.6;96.6;6.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.3 < 15
France;fr_sncf;Cagnes-sur-Mer;fr_sncf|UIC87756320;45.8;7.2;84;60.5;86;93;32.6;1.17;0.33;6;REJETEE;volume observe 7.2 < 15
France;fr_sncf;Saint-Laurent-du-Var;fr_sncf|UIC87756346;45.8;7.2;84;55.8;86;93;37.2;1.17;0.33;6;REJETEE;volume observe 7.2 < 15
France;fr_sncf;La Verpillière;fr_sncf|UIC87723395;27.5;7.2;74;53.5;62.8;69.8;16.3;3.33;0;6;REJETEE;volume observe 7.2 < 15
France;fr_sncf;Dax;fr_sncf|UIC87673202;27.2;7.2;74;55.8;76.7;86;30.2;1.83;4.33;6;REJETEE;volume observe 7.2 < 15
Etats-Unis;us_mbta;Montello;us_mbta|montello@42.11,-71.02;19;7.2;62;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.2 < 15 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;Kraftsdorf;de_gtfsde|kraftsdorf@50.88,11.93;18.8;7.2;62;83.7;97.7;100;16.3;0;0;6;REJETEE;volume observe 7.2 < 15
Pays-Bas;nl_ovapi;Wezep;nl_ovapi|wezep@52.45,6.00;18.7;7.2;62;65.1;88.4;100;34.9;0;0;6;REJETEE;volume observe 7.2 < 15
France;fr_sncf;Lentilly Charpenay;fr_sncf|UIC87566919;17.8;7.2;60;41.7;83.3;88.9;47.2;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.2 < 15
Pays-Bas;nl_ovapi;Soestdijk;nl_ovapi|soestdijk@52.18,5.30;9.6;7.2;25;44.4;94.4;100;55.6;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.2 < 15
France;fr_sncf;Angers Saint-Laud;fr_sncf|UIC87484006;46;7;85;54.8;71.4;78.6;23.8;1.17;0;6;REJETEE;volume observe 7.0 < 15
France;fr_sncf;Molsheim;fr_sncf|UIC87214577;42.5;7;84;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Arras;fr_sncf|UIC87342014;42;7;83;67.9;89.3;100;32.1;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.0 < 15
France;fr_sncf;Dijon;fr_sncf|UIC87713040;36.8;7;81;71.4;90.5;90.5;19;0.17;0.17;6;REJETEE;volume observe 7.0 < 15
France;fr_sncf;Perpignan;fr_sncf|UIC87784009;27.2;7;74;64.3;76.2;83.3;19;0.17;0;6;REJETEE;volume observe 7.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|454911;25;7;72;64.3;92.9;96.4;32.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|286311;21.3;7;67;42.9;64.3;78.6;35.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.0 < 15
Etats-Unis;us_mbta;Brockton;us_mbta|brockton@42.08,-71.02;19.6;7;64;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
Etats-Unis;us_mbta;Bridgewater;us_mbta|bridgewater@41.98,-70.97;19.4;7;64;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Zaandam Kogerveld;nl_ovapi|zaandamkogerveld@52.46,4.82;17.5;7;60;59.5;95.2;97.6;38.1;0.5;0;6;REJETEE;volume observe 7.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|273298;16.8;7;58;82.1;92.9;100;17.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|553590;16.3;7;57;75;89.3;92.9;17.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.0 < 15
Etats-Unis;us_mbta;Grafton;us_mbta|grafton@42.25,-71.69;14.8;7;53;100;100;100;0;0;0;6;REJETEE;volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Zwolle Stadshagen;nl_ovapi|zwollestadshagen@52.53,6.05;14.3;7;51;100;100;100;0;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Grou-Jirnsum;nl_ovapi|groujirnsum@53.09,5.82;13.7;7;49;61.9;92.9;97.6;35.7;0;0;6;REJETEE;volume observe 7.0 < 15
Allemagne;de_gtfsde;;de_gtfsde|650683;12.8;7;45;78.6;100;100;21.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Dortmund Hbf;nl_ovapi|dortmundhbf@51.52,7.46;11.8;7;40;25;42.9;57.1;32.1;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 7.0 < 15 , ponctualite 43 % < 60 %
Etats-Unis;us_mbta;Kingston;us_mbta|kingston@41.98,-70.72;10.4;7;33;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , volume observe 7.0 < 15 , trop parfaite : 100 % a moins de 60 s
France;fr_sncf;Amiens;fr_sncf|UIC87313874;44.3;6.8;85;81.5;96.3;96.3;14.8;0;0;4;REJETEE;present 4 jours sur 6 , volume observe 6.8 < 15
France;fr_sncf;Orléans;fr_sncf|UIC87543009;33.5;6.8;80;85.2;88.9;92.6;7.4;0.25;0;4;REJETEE;present 4 jours sur 6 , volume observe 6.8 < 15
France;fr_sncf;Miramas;fr_sncf|UIC87753004;28.8;6.8;76;70.7;87.8;92.7;22;0.5;0.17;6;REJETEE;volume observe 6.8 < 15
France;fr_sncf;Vitrolles Aéroport Marseille P;fr_sncf|UIC87439554;24.7;6.8;72;75.6;92.7;95.1;19.5;0.17;0.17;6;REJETEE;volume observe 6.8 < 15
Australie;au_translink_seq;Ascot station;au_translink_seq|ascotstation@-27.43,153.06;21.7;6.8;68;51.2;100;100;48.8;0;0;6;REJETEE;volume observe 6.8 < 15 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|548300;21;6.8;68;37;66.7;85.2;48.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 6.8 < 15
France;fr_sncf;Gujan-Mestras;fr_sncf|UIC87582619;20;6.8;66;63;96.3;100;37;6.25;1;4;REJETEE;present 4 jours sur 6 , volume observe 6.8 < 15
France;fr_sncf;La Hume;fr_sncf|UIC87582635;20;6.8;66;66.7;92.6;96.3;29.6;6.25;1;4;REJETEE;present 4 jours sur 6 , volume observe 6.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|476355;15.5;6.8;56;29.6;40.7;51.9;22.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 6.8 < 15 , ponctualite 41 % < 60 %
