pays;reseau;gare;nom;N;ponctualite;fraicheur;distincts;annulesJour;jours;statut;K;verdict;motif
Allemagne;de_gtfsde;erfurthauptbahnhof@50.97,11.04;erfurthauptbahnhof;323.4;79.5;94.5;95;0;7;superstar;87;RETENUE;
Australie;au_translink_seq;eaglejunctionstation@-27.41,153.05;eaglejunctionstation;323.4;90.9;98.3;455;0;7;superstar;87;RETENUE;
France;fr_sncf;UIC87481002;Nantes;320.3;90;99.8;28;9.57;7;superstar;86;RETENUE;
Allemagne;de_gtfsde;magdeburghbf@52.13,11.63;magdeburghbf;319;80.8;96.3;52;0;7;superstar;86;RETENUE;
Allemagne;de_gtfsde;mghbfeuropaplatz@51.20,6.45;mghbfeuropaplatz;318.3;78;97.9;101;0;7;superstar;85;RETENUE;
Allemagne;de_gtfsde;offenbachmainmarktplatzsbahn@50.11,8.77;offenbachmainmarktplatzsbahn;317.9;76.9;97.3;43;0;7;superstar;85;RETENUE;
Allemagne;de_gtfsde;offenbachmainkaiserleikaiserlei@50.11,8.74;offenbachmainkaiserleikaiserlei;317.6;74.9;95;44;0;7;superstar;85;RETENUE;
Allemagne;de_gtfsde;bruchsal@49.12,8.59;bruchsal;314.9;89.2;98.1;219;0;7;superstar;84;RETENUE;
France;fr_sncf;UIC87545244;Juvisy;314.6;92.4;99.3;37;10.71;7;superstar;84;RETENUE;
Allemagne;de_gtfsde;ssonnenalleeberlin@52.47,13.46;ssonnenalleeberlin;314;98;99.5;53;0;7;superstar;84;RETENUE;
Finlande;fi_digitraffic;OLK;;313.6;97.4;90.1;276;0;7;superstar;84;RETENUE;
Allemagne;de_gtfsde;sblankenburgberlin@52.59,13.44;sblankenburgberlin;313.3;97.8;98.5;69;0;7;superstar;84;RETENUE;
Allemagne;de_gtfsde;hamburgneuwiedenthal@53.47,9.88;hamburgneuwiedenthal;312.6;90.4;93.4;36;0;7;superstar;84;RETENUE;
Finlande;fi_digitraffic;ML;;308.9;97.9;95;259;0;7;superstar;83;RETENUE;
France;fr_sncf;UIC87611004;Toulouse Matabiau;307.1;88.3;100;30;8.14;7;superstar;82;RETENUE;
Finlande;fi_digitraffic;KÄP;;306.6;97.3;88.1;268;0;7;superstar;82;RETENUE;
Allemagne;de_gtfsde;kasselbahnhofwilhelmshhe@51.31,9.45;kasselbahnhofwilhelmshhe;305.7;70;97.8;97;0;7;superstar;82;RETENUE;
Allemagne;de_gtfsde;klnmlheimbfmlheim@50.96,7.01;klnmlheimbfmlheim;304.1;72.7;96.6;198;0;7;superstar;82;RETENUE;
Allemagne;de_gtfsde;frankfurtmainlokalbahnhof@50.10,8.69;frankfurtmainlokalbahnhof;299.9;87.9;99.5;32;0;7;superstar;80;RETENUE;
Allemagne;de_gtfsde;bochumhbf@51.48,7.22;bochumhbf;297.7;64.6;95.7;195;0;7;superstar;80;RETENUE;
Allemagne;de_gtfsde;holzkirchen@47.88,11.70;holzkirchen;296.7;91.7;98.4;37;0;7;superstar;80;RETENUE;
Allemagne;de_gtfsde;bblingen@48.69,9.00;bblingen;296.6;94.6;98;26;0;7;superstar;80;RETENUE;
Allemagne;de_gtfsde;offenbachmainwestendledermuseum@50.11,8.75;offenbachmainwestendledermuseum;296.4;74.3;92.6;41;0;7;superstar;80;RETENUE;
Allemagne;de_gtfsde;gieenbahnhof@50.58,8.66;gieenbahnhof;295.3;81.4;96.4;74;0;7;superstar;79;RETENUE;
Allemagne;de_gtfsde;aachenhbf@50.77,6.09;aachenhbf;295.1;83;97.7;84;0;7;superstar;79;RETENUE;
Allemagne;de_gtfsde;pinneberg@53.65,9.80;pinneberg;295;88.9;96.9;44;0;7;superstar;79;RETENUE;
Allemagne;de_gtfsde;saarbrckenhbf@49.24,6.99;saarbrckenhbf;292.9;83.8;98;66;0;7;superstar;79;RETENUE;
Allemagne;de_gtfsde;leipzighbftief@51.35,12.38;leipzighbftief;292.1;89.4;92.8;58;0;7;superstar;78;RETENUE;
Pays-Bas;nl_ovapi;amsterdammuiderpoort@52.36,4.93;amsterdammuiderpoort;291.9;94.1;98.9;357;0;7;superstar;78;RETENUE;
Allemagne;de_gtfsde;chemnitzhauptbahnhof@50.84,12.93;chemnitzhauptbahnhof;290.7;94.9;97.2;82;0;7;superstar;78;RETENUE;
Allemagne;de_gtfsde;hammwestfhauptbahnhof@51.68,7.81;hammwestfhauptbahnhof;290.4;59.5;95.5;185;0;7;superstar;78;RETENUE;
Allemagne;de_gtfsde;darmstadthauptbahnhof@49.87,8.63;darmstadthauptbahnhof;289.3;88.2;97.3;56;0;7;superstar;78;RETENUE;
Allemagne;de_gtfsde;solingenhbf@51.16,7.00;solingenhbf;288.1;67.4;97.5;203;0;7;superstar;77;RETENUE;
Pays-Bas;nl_ovapi;zaandam@52.44,4.81;zaandam;287.9;94.2;99.8;350;0;7;superstar;77;RETENUE;
Allemagne;de_gtfsde;kasselhauptbahnhof@51.32,9.49;kasselhauptbahnhof;287.7;83.6;97.3;103;0;7;superstar;77;RETENUE;
Allemagne;de_gtfsde;wuppertalvohwinkelbf@51.23,7.07;wuppertalvohwinkelbf;285.9;76.3;94.3;217;0;7;superstar;77;RETENUE;
Allemagne;de_gtfsde;wiesbadenhauptbahnhof@50.07,8.24;wiesbadenhauptbahnhof;285.9;78.2;98.7;47;0;7;superstar;77;RETENUE;
Allemagne;de_gtfsde;gttingen@51.54,9.93;gttingen;280.3;79.6;97.8;80;0;7;superstar;75;RETENUE;
Pays-Bas;nl_ovapi;amsterdambijlmerarena@52.31,4.95;amsterdambijlmerarena;279.7;93;99.1;344;0;7;superstar;75;RETENUE;
Norvege;no_entur;oslolufthavnstasjon@60.19,11.10;oslolufthavnstasjon;279.4;79.4;98.8;596;0;7;superstar;75;RETENUE;
Allemagne;de_gtfsde;bergamlaim@48.14,11.63;bergamlaim;277;86.1;97;26;0;7;superstar;74;RETENUE;
Norvege;no_entur;skistasjon@59.72,10.83;skistasjon;276.4;94.1;88.2;363;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;frankfurtmaingalluswarte@50.10,8.64;frankfurtmaingalluswarte;276.3;86.2;98.8;28;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;klnehrenfeldbfehrenfeld@50.95,6.92;klnehrenfeldbfehrenfeld;276.1;78.1;94;65;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;kamarktplatzkaiserstraeu@49.01,8.40;kamarktplatzkaiserstraeu;276;94.5;91.5;382;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;frankfurtmainmesse@50.11,8.64;frankfurtmainmesse;275.9;84.6;98.5;28;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;dren@50.81,6.48;dren;274.4;86.6;97.8;66;0;7;superstar;74;RETENUE;
Pays-Bas;nl_ovapi;geldermalsen@51.88,5.27;geldermalsen;274;96.8;99.5;229;0;7;superstar;74;RETENUE;
Allemagne;de_gtfsde;karlsruhemhlburgertor@49.01,8.38;karlsruhemhlburgertor;273.3;89.5;89.3;491;0;7;superstar;73;RETENUE;
Allemagne;de_gtfsde;regensburghbf@49.01,12.10;regensburghbf;272.9;87.1;99;50;0;7;superstar;73;RETENUE;
Allemagne;de_gtfsde;karlsruheentenfang@49.01,8.36;karlsruheentenfang;272.4;87.5;90.4;532;0;7;superstar;73;RETENUE;
Pays-Bas;nl_ovapi;schiedamcentrum@51.92,4.41;schiedamcentrum;271.9;95.1;99.7;277;0;7;superstar;73;RETENUE;
Allemagne;de_gtfsde;frthbayhbf@49.47,10.99;frthbayhbf;271.6;88.9;96;46;0;7;superstar;73;RETENUE;
Norvege;no_entur;drammenstasjon@59.74,10.21;drammenstasjon;269.1;81.1;96.4;597;0;7;superstar;72;RETENUE;
Allemagne;de_gtfsde;wuppertaloberbarmenbf@51.27,7.22;wuppertaloberbarmenbf;268.1;71.1;94.8;202;0;7;superstar;72;RETENUE;
Allemagne;de_gtfsde;leipzigbayerischerbahnhof@51.33,12.38;leipzigbayerischerbahnhof;267.9;89.5;93.8;53;0;7;superstar;72;RETENUE;
Allemagne;de_gtfsde;pforzheimhauptbahnhof@48.89,8.70;pforzheimhauptbahnhof;267;84.7;96.3;304;0;7;superstar;72;RETENUE;
Pays-Bas;nl_ovapi;amsterdamamstel@52.35,4.92;amsterdamamstel;266.1;91.1;99.1;392;0;7;superstar;71;RETENUE;
Allemagne;de_gtfsde;karlsruhehndelstrae@49.01,8.37;karlsruhehndelstrae;266;87.9;93.6;508;0;7;superstar;71;RETENUE;
Allemagne;de_gtfsde;gelsenkirchenhbf@51.50,7.10;gelsenkirchenhbf;265.9;73.1;94.9;153;0;7;superstar;71;RETENUE;
Allemagne;de_gtfsde;hernewanneeickelhbf@51.53,7.17;hernewanneeickelhbf;265.1;78.1;96.8;163;0;7;superstar;71;RETENUE;
Allemagne;de_gtfsde;leipzigwilhelmleuschnerplatz@51.34,12.38;leipzigwilhelmleuschnerplatz;263.7;89.6;95.1;55;0;7;superstar;71;RETENUE;
Allemagne;de_gtfsde;dwehrhahns@51.23,6.80;dwehrhahns;262.6;73.2;94.5;50;0;7;superstar;71;RETENUE;
France;fr_sncf;UIC87722025;Lyon Perrache;262.3;93.5;99.9;23;1.71;7;superstar;70;RETENUE;
Pays-Bas;nl_ovapi;leeuwarden@53.20,5.79;leeuwarden;260.3;97.5;99.2;224;0;7;superstar;70;RETENUE;
Etats-Unis;us_mta_lirr;woodside@40.75,-73.90;woodside;257.9;95.2;97.5;490;0;7;superstar;69;RETENUE;
Allemagne;de_gtfsde;esslingenn@48.74,9.30;esslingenn;257.3;87.5;96.7;53;0;7;superstar;69;RETENUE;
Allemagne;de_gtfsde;karlsruhephilippstrae@49.01,8.36;karlsruhephilippstrae;256.4;87.7;87.4;492;0;7;superstar;69;RETENUE;
Allemagne;de_gtfsde;ludwigshafenhauptbahnhof@49.48,8.43;ludwigshafenhauptbahnhof;255.9;83.9;96.9;51;0;7;superstar;69;RETENUE;
Allemagne;de_gtfsde;koblenzhauptbahnhof@50.35,7.59;koblenzhauptbahnhof;254.9;68.7;97.4;94;0;7;superstar;68;RETENUE;
Pays-Bas;nl_ovapi;woerden@52.09,4.89;woerden;254;96.1;97.9;261;0;7;superstar;68;RETENUE;
Allemagne;de_gtfsde;frankfurtmainniederradbahnhof@50.08,8.64;frankfurtmainniederradbahnhof;254;79.6;93.9;51;0;7;superstar;68;RETENUE;
Allemagne;de_gtfsde;bamberg@49.90,10.90;bamberg;252.6;89.7;97.4;44;0;7;superstar;68;RETENUE;
Pays-Bas;nl_ovapi;rotterdamblaak@51.92,4.49;rotterdamblaak;252.4;95.9;99.9;273;0;7;superstar;68;RETENUE;
Allemagne;de_gtfsde;sgriebnitzseebhf@52.39,13.13;sgriebnitzseebhf;252.3;96.3;98.1;64;0;7;superstar;68;RETENUE;
Allemagne;de_gtfsde;lbeckhbf@53.87,10.67;lbeckhbf;252;93.4;97;36;0;7;superstar;68;RETENUE;
Allemagne;de_gtfsde;slichterfeldeostbhfberlin@52.43,13.33;slichterfeldeostbhfberlin;251.3;94.5;98.3;73;0;7;superstar;68;RETENUE;
Norvege;no_entur;stabekkstasjon@59.91,10.61;stabekkstasjon;250.1;89.1;99.4;410;0;7;superstar;67;RETENUE;
Allemagne;de_gtfsde;sahrensfeldebhfberlin@52.57,13.57;sahrensfeldebhfberlin;249.9;96.2;99;80;0;7;superstar;67;RETENUE;
Allemagne;de_gtfsde;krupunder@53.62,9.87;krupunder;247.9;90.4;98.9;35;0;7;superstar;67;RETENUE;
Allemagne;de_gtfsde;osnabrckhbf@52.27,8.06;osnabrckhbf;247.6;79.4;96.3;107;0;7;superstar;67;RETENUE;
Allemagne;de_gtfsde;frankfurtmainstadion@50.07,8.63;frankfurtmainstadion;247.3;81.7;97.3;41;0;7;superstar;66;RETENUE;
Allemagne;de_gtfsde;essenwests@51.45,6.98;essenwests;247.3;79.3;93.7;43;0;7;superstar;66;RETENUE;
Allemagne;de_gtfsde;kielhauptbahnhof@54.32,10.13;kielhauptbahnhof;246.4;93;98.1;48;0;7;superstar;66;RETENUE;
Allemagne;de_gtfsde;flughafenmnchen@48.35,11.79;flughafenmnchen;246.1;94.9;98.5;27;0;7;superstar;66;RETENUE;
Allemagne;de_gtfsde;dresdenhauptbahnhof@51.04,13.73;dresdenhauptbahnhof;246.1;82.2;96.8;51;0;7;superstar;66;RETENUE;
Pays-Bas;nl_ovapi;groningeneuropapark@53.20,6.59;groningeneuropapark;245.9;97.5;99.2;215;0;7;superstar;66;RETENUE;
Allemagne;de_gtfsde;bielefeldhbf@52.03,8.53;bielefeldhbf;242.9;76.1;95.7;151;0;7;superstar;65;RETENUE;
France;fr_sncf;UIC87113001;Paris Est;242.1;86.4;100;40;1.71;7;superstar;65;RETENUE;
Allemagne;de_gtfsde;sknigswusterhausenbhf@52.30,13.63;sknigswusterhausenbhf;241.4;91.1;95.2;72;0;7;superstar;65;RETENUE;
Allemagne;de_gtfsde;freiburghauptbahnhof@48.00,7.84;freiburghauptbahnhof;241.4;90.2;97.2;55;0;7;superstar;65;RETENUE;
Allemagne;de_gtfsde;ludwigshafenmitte@49.48,8.45;ludwigshafenmitte;240.4;82.9;98.1;49;0;7;superstar;65;RETENUE;
Allemagne;de_gtfsde;shohenschnhausenbhfberlin@52.57,13.51;shohenschnhausenbhfberlin;239.9;96.6;90.3;62;0;7;superstar;64;RETENUE;
Pays-Bas;nl_ovapi;sittard@51.00,5.86;sittard;239.7;95.9;98.7;257;0;7;superstar;64;RETENUE;
Allemagne;de_gtfsde;grtzingen@49.01,8.49;grtzingen;239.4;85.9;98.8;470;0;7;superstar;64;RETENUE;
Allemagne;de_gtfsde;leipzigmdr@51.32,12.39;leipzigmdr;238.7;89.1;85.3;56;0;7;superstar;64;RETENUE;
Allemagne;de_gtfsde;tbingenhauptbahnhof@48.52,9.06;tbingenhauptbahnhof;238.4;86.7;94;42;0;7;superstar;64;RETENUE;
Allemagne;de_gtfsde;wrthrhbahnhof@49.05,8.27;wrthrhbahnhof;237.6;90.7;97.1;312;0;7;superstar;64;RETENUE;
Allemagne;de_gtfsde;mhldorfoberbay@48.25,12.52;mhldorfoberbay;234.4;88.8;96.3;33;0;7;superstar;63;RETENUE;
Allemagne;de_gtfsde;spoelchaustrberlin@52.53,13.54;spoelchaustrberlin;233.1;94.5;98.2;58;0;7;superstar;63;RETENUE;
Allemagne;de_gtfsde;dresdenbahnhofmitte@51.06,13.72;dresdenbahnhofmitte;232.4;84.1;95.7;43;0;7;superstar;62;RETENUE;
France;fr_sncf;UIC87471003;Rennes;231.4;93.2;99.9;16;2.29;7;superstar;62;RETENUE;
Allemagne;de_gtfsde;fuldabahnhof@50.55,9.68;fuldabahnhof;229.3;76.1;98;78;0;7;superstar;62;RETENUE;
Allemagne;de_gtfsde;stmartinstrae@48.12,11.60;stmartinstrae;228.9;89;98.6;28;0;7;superstar;62;RETENUE;
Allemagne;de_gtfsde;giesing@48.11,11.60;giesing;228;91.9;96.8;29;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;aachenwest@50.78,6.07;aachenwest;226.9;87.7;94.1;60;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;hamburgbahrenfeld@53.56,9.91;hamburgbahrenfeld;226.1;96.9;99.9;21;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;hofhbf@50.31,11.92;hofhbf;225.7;90;97.8;42;0;7;superstar;61;RETENUE;
Pays-Bas;nl_ovapi;deventer@52.26,6.16;deventer;225.6;93.4;99.6;291;0;7;superstar;61;RETENUE;
France;fr_sncf;UIC87713040;Dijon;225.4;90;99.8;24;0.43;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;suwuhletalberlin@52.51,13.57;suwuhletalberlin;225.4;93.2;97.1;72;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;neussrheinparkcenters@51.21,6.72;neussrheinparkcenters;225.4;76.6;95.4;53;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;wuppertalbarmenbf@51.27,7.20;wuppertalbarmenbf;225.4;75.3;95.5;156;0;7;superstar;61;RETENUE;
Allemagne;de_gtfsde;skarlshorstberlin@52.48,13.53;skarlshorstberlin;225;95.7;98.9;59;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;frankfurtmainflughafenregionalbahnhof@50.05,8.57;frankfurtmainflughafenregionalbahnhof;224.6;75.3;98.4;53;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;skpenickberlin@52.46,13.58;skpenickberlin;224.3;95.2;99.4;60;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;hamburgottensen@53.56,9.93;hamburgottensen;224.3;96.8;99.6;18;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;sbotanischergartenberlin@52.45,13.31;sbotanischergartenberlin;224;97.8;99.2;26;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;hamburgothmarschen@53.56,9.89;hamburgothmarschen;223.4;96.9;98.6;21;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;elmshornelmshorn@53.75,9.66;elmshornelmshorn;223;90.5;96.9;54;0;7;superstar;60;RETENUE;
Etats-Unis;us_mta_lirr;grandcentral@40.76,-73.98;grandcentral;222.9;96;100;467;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;waiblingen@48.83,9.30;waiblingen;222.6;85.6;96.2;40;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;swuhlheideberlin@52.47,13.55;swuhlheideberlin;222.4;95;99.3;64;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;neustadthauptbahnhof@49.35,8.14;neustadthauptbahnhof;222.4;91.6;96.7;50;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;zwickauhauptbahnhof@50.72,12.48;zwickauhauptbahnhof;222.3;89.4;96.2;41;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;sgrunewaldberlin@52.49,13.26;sgrunewaldberlin;222.3;95.2;97.6;82;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;essensteeles@51.45,7.07;essensteeles;222;78.5;97.3;41;0;7;superstar;60;RETENUE;
Allemagne;de_gtfsde;sgrnbergalleeberlin@52.40,13.54;sgrnbergalleeberlin;221.3;97.9;99.4;49;0;7;superstar;60;RETENUE;
France;fr_sncf;UIC87141002;Nancy;221.1;93.4;99.9;18;1.57;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;dhamms@51.21,6.74;dhamms;220.6;79.2;97;57;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;sschnefeldbeiberlinbhf@52.39,13.51;sschnefeldbeiberlinbhf;220.6;97.9;99.2;57;0;7;superstar;59;RETENUE;
Pays-Bas;nl_ovapi;zutphen@52.14,6.19;zutphen;220.1;95.5;99.1;253;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;saltglienickeberlin@52.41,13.56;saltglienickeberlin;220;98;99.3;53;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;frankfurtmainrdelheimbahnhof@50.13,8.61;frankfurtmainrdelheimbahnhof;219.4;89.5;99.3;29;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;smahlsdorfbhfberlin@52.51,13.61;smahlsdorfbhfberlin;219.3;95.2;98.1;73;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;wormshauptbahnhof@49.64,8.36;wormshauptbahnhof;219.3;82.1;96.8;49;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;sfriedrichshagenberlin@52.46,13.63;sfriedrichshagenberlin;218.6;97.3;99.6;65;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;herzogenrath@50.87,6.09;herzogenrath;218.6;86.1;95.8;75;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;skaulsdorfberlin@52.51,13.59;skaulsdorfberlin;218.3;92.3;98.6;84;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;sbiesdorfberlin@52.51,13.56;sbiesdorfberlin;217.9;91.9;97.6;56;0;7;superstar;59;RETENUE;
Allemagne;de_gtfsde;feuerbach@48.81,9.17;feuerbach;217.4;97;92.2;23;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;hamburgkleinflottbekbotanischergarten@53.56,9.86;hamburgkleinflottbekbotanischergarten;217.3;97.3;99.1;18;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;sbabelsberg@52.39,13.09;sbabelsberg;217;95;99.8;61;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;srummelsburgberlin@52.50,13.48;srummelsburgberlin;216.7;97;98.8;50;0;7;superstar;58;RETENUE;
Pays-Bas;nl_ovapi;denhaaglaanvnoi@52.08,4.34;denhaaglaanvnoi;216.6;95.9;99;224;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;ssundgauerstrberlin@52.44,13.27;ssundgauerstrberlin;216.4;97.8;99.9;27;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;kerpenhorrembf@50.92,6.71;kerpenhorrembf;215.9;78.6;94;55;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;smarzahnberlin@52.54,13.54;smarzahnberlin;215.6;96.6;99;48;0;7;superstar;58;RETENUE;
Pays-Bas;nl_ovapi;edewageningen@52.03,5.67;edewageningen;215.1;95.3;99.5;259;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;zuffenhausen@48.83,9.17;zuffenhausen;215.1;96.7;95;28;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;sraoulwallenbergstrberlin@52.55,13.55;sraoulwallenbergstrberlin;214.7;97;99.7;41;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;szehlendorfberlin@52.43,13.26;szehlendorfberlin;214.7;97.5;98.8;32;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;slichterfeldewestberlin@52.44,13.29;slichterfeldewestberlin;214.7;97.7;98.6;28;0;7;superstar;58;RETENUE;
Allemagne;de_gtfsde;flughafenbesucherpark@48.35,11.76;flughafenbesucherpark;213.7;94.5;92.8;30;0;7;superstar;57;RETENUE;
Pays-Bas;nl_ovapi;roosendaal@51.54,4.46;roosendaal;213.4;94.4;99.8;213;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;surathaussteglitzberlin@52.46,13.32;surathaussteglitzberlin;213.3;97.9;99.7;25;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;herrenberg@48.59,8.86;herrenberg;212.9;90.1;98.7;34;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;sfriedenauberlin@52.47,13.34;sfriedenauberlin;212.9;97.4;99.8;32;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;leipzigmarkt@51.34,12.37;leipzigmarkt;212.4;87;89.7;53;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;neunkirchensaarhbf@49.35,7.18;neunkirchensaarhbf;211.1;86.1;99.2;48;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;buchloe@48.03,10.72;buchloe;211;88.9;96.8;39;0;7;superstar;57;RETENUE;
Pays-Bas;nl_ovapi;hengelo@52.26,6.79;hengelo;210.4;92.5;98.3;265;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;siemenswerke@48.09,11.53;siemenswerke;210.1;86.5;95.9;29;0;7;superstar;57;RETENUE;
Allemagne;de_gtfsde;paderbornhbf@51.71,8.74;paderbornhbf;209.9;62.1;95;84;0;7;superstar;56;RETENUE;
France;fr_sncf;UIC87182063;Mulhouse;209.7;92.9;100;16;1.29;7;superstar;56;RETENUE;
Allemagne;de_gtfsde;hildesheimhauptbahnhof@52.16,9.95;hildesheimhauptbahnhof;209.1;81.6;96.6;56;0;7;superstar;56;RETENUE;
France;fr_sncf;UIC87571000;Tours;209;92;99.8;21;11.43;7;superstar;56;RETENUE;
Pays-Bas;nl_ovapi;boxtel@51.59,5.32;boxtel;208.1;96.2;99;220;0;7;superstar;56;RETENUE;
Allemagne;de_gtfsde;plochingen@48.71,9.41;plochingen;208.1;90.2;97.2;41;0;7;superstar;56;RETENUE;
Allemagne;de_gtfsde;sfeuerbachstrberlin@52.46,13.33;sfeuerbachstrberlin;207.1;97.7;97.5;20;0;7;superstar;56;RETENUE;
Allemagne;de_gtfsde;klnkalktrimbornstr@50.94,7.00;klnkalktrimbornstr;206.6;80.2;96.1;34;0;7;superstar;56;RETENUE;
France;fr_sncf;UIC87381509;Mantes-la-Jolie;206.3;94.9;99.3;34;2.43;7;superstar;56;RETENUE;
Allemagne;de_gtfsde;aschaffenburghbf@49.98,9.14;aschaffenburghbf;205.6;83.9;96.8;65;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;neussamkaiser@51.22,6.70;neussamkaiser;205.3;78.3;95.4;45;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;smehroweralleeberlin@52.56,13.55;smehroweralleeberlin;204.9;96.7;98.6;40;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;soranienburgbhf@52.75,13.25;soranienburgbhf;204.6;88.9;97.4;68;0;7;superstar;55;RETENUE;
France;fr_sncf;UIC87756056;Nice-Ville;204.1;87.4;99.9;24;2.29;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;lohhof@48.29,11.58;lohhof;204.1;80.9;94.8;23;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;bonnhbf@50.73,7.10;bonnhbf;203.9;70;96.9;120;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;vaihingen@48.73,9.11;vaihingen;203.4;90.4;98.3;27;0;7;superstar;55;RETENUE;
Allemagne;de_gtfsde;starnberg@48.00,11.34;starnberg;202.4;80.1;97.5;34;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;dfriedrichstadts@51.21,6.79;dfriedrichstadts;201;78.2;93.3;68;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;unterschleiheim@48.27,11.57;unterschleiheim;201;81.8;96.4;23;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;cottbushauptbahnhof@51.75,14.32;cottbushauptbahnhof;200.6;90.7;96.9;40;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;doberbilksu@51.21,6.81;doberbilksu;200.4;82.4;95.3;32;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;feldmoching@48.21,11.54;feldmoching;200;82.9;97.2;29;0;7;superstar;54;RETENUE;
Allemagne;de_gtfsde;troisdorfbf@50.81,7.15;troisdorfbf;199.6;82.2;96.1;39;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;neufahrn@48.32,11.66;neufahrn;199.1;84;98.3;28;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;harras@48.12,11.54;harras;199;86.6;95;31;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;badvilbelbahnhof@50.19,8.74;badvilbelbahnhof;198.4;86.6;99.2;35;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;ingolstadthbf@48.74,11.44;ingolstadthbf;198.3;80.6;97.5;63;0;7;star;64;RETENUE;
Australie;au_translink_seq;northgatestation@-27.39,153.07;northgatestation;198.3;89.3;99.6;373;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;fasanerie@48.20,11.52;fasanerie;198;81.2;98.3;26;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;hochstettenaltenheim@49.13,8.42;hochstettenaltenheim;197.4;93.6;95.8;208;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;oberschleiheim@48.26,11.56;oberschleiheim;197;84;98;24;0;7;star;64;RETENUE;
Allemagne;de_gtfsde;ludwigsburg@48.89,9.19;ludwigsburg;196.6;94.7;91.8;32;0;7;star;63;RETENUE;
Allemagne;de_gtfsde;smarienfeldeberlin@52.42,13.38;smarienfeldeberlin;196.6;97.7;99.3;33;0;7;star;63;RETENUE;
