pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|520644;61.5;28.5;46;60.5;88.6;97.4;36.8;1.27;1.23;13;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.27)
Allemagne;de_gtfsde;;de_gtfsde|238431;58;28.5;49;96.5;100;100;3.5;0.82;0.75;0;59;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.82)
Allemagne;de_gtfsde;;de_gtfsde|20899;56.3;28.5;51;62.3;84.2;89.5;27.2;1.23;1.19;40;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.23)
Allemagne;de_gtfsde;;de_gtfsde|614321;52.3;28.5;55;14;84.2;98.2;84.2;1.14;1.09;29;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.14)
Allemagne;de_gtfsde;;de_gtfsde|452920;52;28.5;55;25.4;69.3;91.2;65.8;1.24;1.25;71;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.24) , ponctualite erratique (amplitude 71 pt)
Allemagne;de_gtfsde;;de_gtfsde|109338;51.8;28.5;55;25.4;57;81.6;56.1;1.31;1.23;49;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.31)
Allemagne;de_gtfsde;;de_gtfsde|468956;70;28.3;40;50.4;77.9;88.5;38.1;1.47;1.42;100;21;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.47) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|409488;60.5;28.3;47;42.5;69.9;78.8;36.3;1.12;1.13;25;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.12)
Pays-Bas;nl_ovapi;Den Helder;nl_ovapi|denhelder@52.96,4.76;49.5;28.2;57;88.2;98.2;98.8;10.7;0.49;0.43;4;145;6;0;0;REJETEE;ponctualite 98.2 % > 98 % , volume irregulier (CV 0.49)
Etats-Unis;us_mta_mnr;;us_mta_mnr|22;77.3;28;36;49.4;92.9;99.4;50;0.09;0.06;15;90;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|23;77.3;28;36;50;92.3;99.4;49.4;0.09;0.06;15;90;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|649116;75.3;28;37;64.3;83.9;90.2;25.9;1.04;0.99;50;45;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.04)
Etats-Unis;us_mta_mnr;;us_mta_mnr|16;71;28;39;41.1;92.3;99.4;58.3;0.05;0.05;19;101;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|14;71;27.8;39;39.5;92.2;99.4;59.9;0.07;0.05;18;101;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|400053;52.3;27.8;53;66.7;91.9;97.3;30.6;1.19;1.19;20;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|452460;50.8;27.8;55;49.5;82.9;90.1;40.5;1.16;1.13;93;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.16) , ponctualite erratique (amplitude 93 pt)
Allemagne;de_gtfsde;;de_gtfsde|61538;46.8;27.8;59;53.2;82;92.8;39.6;0.95;0.89;30;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.95)
Pays-Bas;nl_ovapi;Bovenkarspel-Grootebroek;nl_ovapi|bovenkarspelgrootebroek@52.70,5.24;43.8;27.8;63;86.2;97;98.2;12;0.4;0.39;6;121;6;0;0;REJETEE;volume irregulier (CV 0.40)
Etats-Unis;us_mta_lirr;;us_mta_lirr|8;37.2;27.8;75;50.4;87.8;100;49.6;1.08;1.06;18;266;5;0.4;0;REJETEE;identite non resolue , presente 5/6 jours , volume irregulier (CV 1.08)
Pays-Bas;nl_ovapi;Utrecht Terwijde;nl_ovapi|utrechtterwijde@52.10,5.04;35.3;27.8;79;76.6;97.6;99.4;22.8;0.9;0.79;11;101;6;0.17;0;REJETEE;volume irregulier (CV 0.90)
Etats-Unis;us_mbta;Ruggles;us_mbta|ruggles@42.34,-71.09;40.5;27.7;68;100;100;100;0;0.59;0.62;0;13;6;0;0;REJETEE;trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.59)
Allemagne;de_gtfsde;;de_gtfsde|339731;95.5;27.5;29;86.4;95.5;99.1;12.7;1.02;0.93;5;85;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.02)
Etats-Unis;us_mta_mnr;;us_mta_mnr|62;84;27.5;33;46.1;88.5;97;50.9;0.09;0.1;18;82;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|353620;55;27.5;50;95.5;100;100;4.5;0.86;0.77;0;59;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.86)
Etats-Unis;us_mta_mnr;;us_mta_mnr|136;52.7;27.5;52;48.5;81.8;90.9;42.4;0.17;0.15;28;71;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|129;51.5;27.5;53;47.3;81.2;90.3;43;0.16;0.14;24;73;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|315593;43.5;27.5;63;80.9;99.1;100;19.1;1.02;1.01;4;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , ponctualite 99.1 % > 98 % , volume irregulier (CV 1.02)
Pays-Bas;nl_ovapi;Amersfoort Vathorst;nl_ovapi|amersfoortvathorst@52.19,5.43;39.2;27.5;70;73.3;96.4;100;26.7;0.59;0.53;8;133;6;0.17;0;REJETEE;volume irregulier (CV 0.59)
Etats-Unis;us_mta_lirr;;us_mta_lirr|136;39.8;27.4;69;41.6;86.1;100;58.4;1.12;1.09;20;270;5;0.4;0;REJETEE;identite non resolue , presente 5/6 jours , volume irregulier (CV 1.12)
Allemagne;de_gtfsde;;de_gtfsde|552291;49.8;27.3;55;56;89;97.2;41.3;1;0.92;33;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Etats-Unis;us_mta_mnr;;us_mta_mnr|39;54;27.2;50;34.4;79.1;96.3;62;0.12;0.13;35;76;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|246350;97.8;27;28;74.1;89.8;95.4;21.3;1.12;1.01;12;91;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.12)
Etats-Unis;us_mta_mnr;;us_mta_mnr|83;70;27;39;51.2;89.5;96.9;45.7;0.16;0.2;18;63;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|151766;56.8;27;48;67.6;96.3;100;32.4;1.18;1.13;21;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.18)
Etats-Unis;us_mta_mnr;;us_mta_mnr|137;52.8;27;51;47.5;80.9;90.7;43.2;0.15;0.15;30;71;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|591366;52;27;52;52.8;84.3;87;34.3;1.28;1.23;19;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.28)
Allemagne;de_gtfsde;;de_gtfsde|659576;46.8;27;58;65.7;86.1;95.4;29.6;1.17;1.11;15;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17)
Allemagne;de_gtfsde;;de_gtfsde|224878;43.3;27;62;38;75.9;88;50;1.37;1.32;25;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.37)
Allemagne;de_gtfsde;;de_gtfsde|282323;40.5;27;67;35.2;59.3;85.2;50;1.15;1.03;50;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Etats-Unis;us_mta_lirr;;us_mta_lirr|16;35.6;27;76;54.8;94.8;100;45.2;1.07;1.04;8;255;5;0.4;0;REJETEE;identite non resolue , presente 5/6 jours , volume irregulier (CV 1.07)
Australie;au_translink_seq;Varsity Lakes station;au_translink_seq|varsitylakesstation@-28.10,153.40;61.2;26.8;44;67.9;96.3;97;29.1;0.49;0.5;13;4;5;0.2;0.8;REJETEE;presente 5/6 jours , volume irregulier (CV 0.49)
Allemagne;de_gtfsde;;de_gtfsde|493252;60.5;26.8;44;47.7;86;94.4;46.7;1.15;1.07;29;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;;de_gtfsde|446384;54.5;26.8;49;81.3;96.3;99.1;17.8;1.13;1.1;14;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Australie;au_translink_seq;Deagon station;au_translink_seq|deagonstation@-27.33,153.06;51.5;26.8;52;78.5;92.5;98.1;19.6;0.13;0.2;21;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|239819;46.8;26.8;57;53.3;80.4;90.7;37.4;1.11;1.06;29;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.11)
Allemagne;de_gtfsde;;de_gtfsde|466753;41.5;26.8;64;38.3;87.9;95.3;57;1.42;1.33;14;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.42)
Allemagne;de_gtfsde;;de_gtfsde|451419;30.8;26.8;87;54.2;82.2;94.4;40.2;0.86;0.78;9;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.86)
Allemagne;de_gtfsde;;de_gtfsde|579839;83;26.5;32;77.4;93.4;96.2;18.9;1.07;0.99;11;94;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|2225;62;26.5;43;50;79.2;91.5;41.5;1.01;0.93;31;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.01)
Allemagne;de_gtfsde;;de_gtfsde|340768;55;26.5;48;97.2;100;100;2.8;0.86;0.77;0;59;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 0.86)
Australie;au_translink_seq;Banyo station;au_translink_seq|banyostation@-27.37,153.08;52.5;26.5;50;74.5;95.3;99.1;24.5;0.12;0.2;17;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|157673;51.8;26.5;51;57.5;84.9;97.2;39.6;1.13;1.05;15;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Allemagne;de_gtfsde;;de_gtfsde|20197;39.5;26.5;67;88.7;97.2;99.1;10.4;1.01;0.98;8;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.01)
Pays-Bas;nl_ovapi;Vleuten;nl_ovapi|vleuten@52.10,5.01;35.3;26.5;75;89.9;98.1;99.4;9.4;0.9;0.79;11;101;6;0.17;0;REJETEE;ponctualite 98.1 % > 98 % , volume irregulier (CV 0.90)
Etats-Unis;us_mta_mnr;;us_mta_mnr|106;80.5;26.3;33;46.2;86.7;98.1;51.9;0.12;0.11;13;80;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|663465;58.8;26.3;45;52.4;90.5;94.3;41.9;1.3;1.25;33;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.30)
Allemagne;de_gtfsde;;de_gtfsde|599229;58.5;26.3;45;98.1;100;100;1.9;0.82;0.75;0;58;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (98 % sous 60 s) , volume irregulier (CV 0.82)
Australie;au_translink_seq;Bindha station;au_translink_seq|bindhastation@-27.38,153.07;52.3;26.3;50;70.5;94.3;99;28.6;0.11;0.19;22;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|499477;46;26.3;57;57.1;88.6;94.3;37.1;1.41;1.37;100;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.41) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Baarn;nl_ovapi|baarn@52.21,5.28;38.7;26.3;68;60.8;96.2;97.5;36.7;0.58;0.52;29;168;6;0.17;0;REJETEE;volume irregulier (CV 0.58)
Pays-Bas;nl_ovapi;Mook-Molenhoek;nl_ovapi|mookmolenhoek@51.77,5.88;56.4;26.2;46;38.2;91.6;96.9;58.8;0.78;0.66;100;80;5;1.8;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.78) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|173447;94.8;26;27;76.9;91.3;95.2;18.3;0.98;0.91;100;89;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.98) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|361960;75.8;26;34;41.3;80.8;91.3;50;1.09;1.05;26;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.09)
Etats-Unis;us_mta_mnr;;us_mta_mnr|58;71.3;26;36;42.3;85.3;96.2;53.8;0.05;0.03;23;98;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|37;51.7;26;50;35.3;79.5;95.5;60.3;0.14;0.13;36;76;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|159307;50.8;26;51;52.9;81.7;92.3;39.4;0.95;0.83;22;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.95)
Allemagne;de_gtfsde;;de_gtfsde|417928;49.5;26;53;54.8;79.8;92.3;37.5;0.78;0.71;41;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.78)
Etats-Unis;us_mta_mnr;;us_mta_mnr|133;48.2;26;54;48.5;82.3;93.1;44.6;0.47;0.45;61;8;5;0;0;REJETEE;identite non resolue , presente 5/6 jours , volume irregulier (CV 0.47) , ponctualite erratique (amplitude 61 pt)
Allemagne;de_gtfsde;;de_gtfsde|465955;44.3;26;59;66.3;95.2;97.1;30.8;1.05;1.06;100;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.05) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|295885;40.3;26;65;63.5;88.5;96.2;32.7;1.27;1.26;15;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.27)
Allemagne;de_gtfsde;;de_gtfsde|96289;39;26;67;70.2;95.2;99;28.8;1.06;1.06;7;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;;de_gtfsde|385091;98.5;25.8;26;68;88.3;96.1;28.2;1;0.92;27;89;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;;de_gtfsde|240434;88.3;25.8;29;80.6;96.1;99;18.4;1.03;0.95;6;103;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.03)
Allemagne;de_gtfsde;;de_gtfsde|289338;69;25.8;37;75.7;86.4;93.2;17.5;1.21;1.16;17;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.21)
Etats-Unis;us_mta_mnr;;us_mta_mnr|46;57.7;25.8;45;35.5;80.6;96.8;61.3;0.12;0.16;27;70;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|469417;49.8;25.8;52;44.7;80.6;88.3;43.7;1.35;1.31;27;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.35)
Allemagne;de_gtfsde;;de_gtfsde|238264;45.5;25.8;57;56.3;76.7;80.6;24.3;1.34;1.23;27;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.34)
Allemagne;de_gtfsde;;de_gtfsde|609393;43.8;25.8;59;73.8;93.2;99;25.2;1.15;1.12;13;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;;de_gtfsde|344780;42.3;25.8;61;72.8;90.3;98.1;25.2;1.15;1.1;25;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;;de_gtfsde|638259;40.3;25.8;64;77.7;96.1;98.1;20.4;0.96;0.92;7;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.96)
Allemagne;de_gtfsde;;de_gtfsde|637859;38.8;25.8;66;33;68.9;83.5;50.5;1.29;1.27;38;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.29)
Etats-Unis;us_mta_mnr;;us_mta_mnr|84;70.8;25.7;36;49.4;89;96.8;47.4;0.16;0.2;19;62;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|480474;40.8;25.5;63;32.4;86.3;96.1;63.7;1.42;1.34;17;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.42)
Pays-Bas;nl_ovapi;Alphen a/d Rijn;nl_ovapi|alphenadrijn@52.12,4.66;41;25.4;62;95.3;98.4;98.4;3.1;0.63;0.62;17;81;5;0.6;0;REJETEE;presente 5/6 jours , ponctualite 98.4 % > 98 % , volume irregulier (CV 0.63)
Allemagne;de_gtfsde;;de_gtfsde|178117;94.8;25.3;27;78.2;91.1;93.1;14.9;0.99;0.9;12;91;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.99)
Etats-Unis;us_mta_mnr;;us_mta_mnr|59;72;25.3;35;42.1;84.9;96.1;53.9;0.04;0.03;24;98;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|88;67.8;25.3;37;52.6;90.8;97.4;44.7;0.19;0.18;17;67;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|426868;54.8;25.3;46;98;100;100;2;0.86;0.77;100;59;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (98 % sous 60 s) , volume irregulier (CV 0.86) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|445196;73.5;25;34;13;49;72;59;1.21;1.15;53;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.21)
Allemagne;de_gtfsde;;de_gtfsde|181677;56;25;45;47;75;87;40;0.87;0.79;28;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.87)
Allemagne;de_gtfsde;;de_gtfsde|12971;47;25;53;33;70;91;58;1.19;1.12;37;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|220292;43;25;58;30;51;77;47;1.35;1.3;55;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.35)
Allemagne;de_gtfsde;;de_gtfsde|93117;40;25;63;38;70;93;55;0.92;0.9;41;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.92)
Allemagne;de_gtfsde;;de_gtfsde|382010;39;25;64;57;91;95;38;1.11;1.01;14;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.11)
Allemagne;de_gtfsde;;de_gtfsde|193433;35.8;25;70;29;65;75;46;1.27;1.25;50;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.27)
France;fr_sncf;Bordeaux Saint-Jean;fr_sncf|UIC87581009;101.5;24.8;24;60.4;80.5;88.6;28.2;0.49;0.49;39;201;6;9.67;2.67;REJETEE;volume irregulier (CV 0.49)
France;fr_sncf;Marseille Saint-Charles;fr_sncf|UIC87751008;94.2;24.8;26;70.5;75.8;86.6;16.1;0.46;0.44;54;116;6;1.5;0.33;REJETEE;volume irregulier (CV 0.46)
Allemagne;de_gtfsde;;de_gtfsde|103159;69.8;24.8;35;51.5;83.8;92.9;41.4;1;0.92;31;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;Saarbrücken Hbf;de_gtfsde|saarbrckenhbf@49.24,6.99;57;24.8;44;60.5;83.9;94.4;33.9;0.75;0.8;27;291;5;0;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.75)
Allemagne;de_gtfsde;;de_gtfsde|402597;56.8;24.8;44;67.7;90.9;94.9;27.3;1.19;1.11;12;20;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Australie;au_translink_seq;Sandgate station;au_translink_seq|sandgatestation@-27.32,153.07;51.3;24.8;48;76.8;93.9;98;21.2;0.11;0.19;22;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|478151;49.3;24.8;50;42.4;77.8;94.9;52.5;1.17;1.13;100;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.17) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|410538;38.5;24.8;64;38.4;76.8;85.9;47.5;1.23;1.2;30;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.23)
Allemagne;de_gtfsde;;de_gtfsde|478807;38.5;24.8;64;80.8;94.9;98;17.2;1.03;0.99;8;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.03)
Etats-Unis;us_mta_mnr;;us_mta_mnr|64;80.7;24.7;31;47.3;88.5;96.6;49.3;0.1;0.08;19;86;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|440958;72.3;24.5;34;34.7;69.4;77.6;42.9;0.92;0.9;34;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.92)
Allemagne;de_gtfsde;;de_gtfsde|502918;59.8;24.5;41;34.7;74.5;94.9;60.2;1.3;1.24;43;27;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.30)
Allemagne;de_gtfsde;;de_gtfsde|521176;52.8;24.5;46;55.1;90.8;96.9;41.8;0.88;0.86;14;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.88)
Allemagne;de_gtfsde;;de_gtfsde|559328;51;24.5;48;58.2;76.5;92.9;34.7;1.14;1.06;36;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.14)
Allemagne;de_gtfsde;;de_gtfsde|646128;44.3;24.5;55;84.7;98;99;14.3;1.03;0.99;8;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.03)
Allemagne;de_gtfsde;;de_gtfsde|260908;43.8;24.5;56;67.3;91.8;98;30.6;1.18;1.19;33;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.18)
Pays-Bas;nl_ovapi;Enkhuizen;nl_ovapi|enkhuizen@52.70,5.29;43.2;24.5;57;89.8;97.3;99.3;9.5;0.41;0.39;6;122;6;0;0;REJETEE;volume irregulier (CV 0.41)
Allemagne;de_gtfsde;;de_gtfsde|15618;41.5;24.5;59;89.8;100;100;10.2;1.29;1.23;0;23;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.29)
Allemagne;de_gtfsde;;de_gtfsde|234741;38;24.5;64;33.7;76.5;89.8;56.1;1.35;1.33;50;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.35)
Pays-Bas;nl_ovapi;Arnhem Presikhaaf;nl_ovapi|arnhempresikhaaf@51.99,5.94;36.4;24.4;67;73;95.9;99.2;26.2;0.76;0.75;25;96;5;0.2;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.76)
Allemagne;de_gtfsde;;de_gtfsde|430815;97.8;24.3;25;82.5;93.8;97.9;15.5;1;0.92;7;91;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
France;fr_sncf;Paris Gare du Nord;fr_sncf|UIC87271007;86.7;24.3;28;68.5;86.3;95.9;27.4;0.82;0.79;100;353;6;0.83;0.17;REJETEE;volume irregulier (CV 0.82) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Heerlen;nl_ovapi|heerlen@50.89,5.97;61.5;24.3;40;68.5;93.2;99.3;30.8;0.9;0.82;25;42;6;2.17;0;REJETEE;volume irregulier (CV 0.90)
Allemagne;de_gtfsde;;de_gtfsde|223335;50.5;24.3;48;49.5;80.4;91.8;42.3;1.4;1.34;22;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.40)
Allemagne;de_gtfsde;;de_gtfsde|159463;48.3;24.3;50;84.5;100;100;15.5;1.32;1.3;0;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , trop parfaite (aucun retard > 5 min) , volume irregulier (CV 1.32)
Allemagne;de_gtfsde;;de_gtfsde|498988;39;24.3;62;81.4;99;100;18.6;1.13;1.08;4;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , ponctualite 99.0 % > 98 % , volume irregulier (CV 1.13)
Allemagne;de_gtfsde;;de_gtfsde|239194;38;24.3;64;72.2;97.9;100;27.8;1.09;1.02;4;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.09)
Etats-Unis;us_mta_lirr;;us_mta_lirr|125;31;24.3;78;53.6;87.6;100;46.4;0.92;0.84;17;376;4;0.25;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.92)
Etats-Unis;us_mta_mnr;;us_mta_mnr|65;80.8;24.2;30;46.9;88.3;96.6;49.7;0.11;0.08;19;85;6;0;0;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Velp;nl_ovapi|velp@52.00,5.98;36.4;24.2;66;70.2;95.9;99.2;28.9;0.77;0.75;25;96;5;0.2;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.77)
Etats-Unis;us_mbta;North Station;us_mbta|northstation@42.37,-71.06;36.2;24.2;67;100;100;100;0;0.51;0.47;0;82;6;0;0;REJETEE;trop parfaite (100 % sous 60 s) , volume irregulier (CV 0.51)
Pays-Bas;nl_ovapi;Tegelen;nl_ovapi|tegelen@51.34,6.14;29.6;24.2;82;24;93.4;99.2;75.2;0.63;0.55;11;57;5;0;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.63)
Pays-Bas;nl_ovapi;Reuver;nl_ovapi|reuver@51.28,6.08;29.2;24.2;83;43.8;97.5;100;56.2;0.63;0.55;5;59;5;0;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.63)
Allemagne;de_gtfsde;;de_gtfsde|583924;60.8;24;40;61.5;89.6;94.8;33.3;1.32;1.26;21;18;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.32)
