pays;reseau;nom;cle;N;Nobs;fraicheur;p60;p300;p600;dispersion;cvVolume;cvBrut;amplitudePonct;effetWeekend;jours;annulJour;supprJour;verdict;motif
Pays-Bas;nl_ovapi;Wormerveer;nl_ovapi|wormerveer@52.49,4.79;47.8;35.2;74;64.9;96.2;99.5;34.6;0.54;0.52;20;140;6;0.33;0;REJETEE;volume irregulier (CV 0.54)
France;fr_sncf;Paris Gare de Lyon Hall 1 - 2;fr_sncf|UIC87686006;115.3;35;30;73.3;84.8;87.6;14.3;0.65;0.58;17;152;6;0.5;0;REJETEE;volume irregulier (CV 0.65)
Allemagne;de_gtfsde;;de_gtfsde|536319;95.8;35;37;70.7;91.4;96.4;25.7;0.97;0.92;17;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.97)
Allemagne;de_gtfsde;;de_gtfsde|159459;94.5;35;37;58.6;91.4;96.4;37.9;0.97;0.93;94;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.97) , ponctualite erratique (amplitude 94 pt)
Allemagne;de_gtfsde;;de_gtfsde|216576;84.3;35;42;75;87.1;95;20;1.04;0.97;19;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.04)
Allemagne;de_gtfsde;;de_gtfsde|353761;71.5;35;49;41.4;63.6;70;28.6;1.25;1.23;54;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.25)
Allemagne;de_gtfsde;Karlsruhe Essenweinstraße;de_gtfsde|karlsruheessenweinstrae@49.01,8.43;46;35;76;60;87.1;88.6;28.6;0.41;0.55;18;338;4;0;0;REJETEE;presente 4/6 jours , volume irregulier (CV 0.41)
Allemagne;de_gtfsde;;de_gtfsde|33456;82.8;34.8;42;38.1;71.9;87.8;49.6;1.4;1.37;50;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.40)
Etats-Unis;us_mta_mnr;;us_mta_mnr|190;78.5;34.8;44;57.4;85.2;96.2;38.8;0.12;0.12;25;76;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|532065;75;34.8;46;46.8;84.9;98.6;51.8;1.07;0.96;35;14;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.07)
Allemagne;de_gtfsde;;de_gtfsde|643066;74;34.8;47;47.5;76.3;87.8;40.3;1.36;1.3;43;23;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.36)
Allemagne;de_gtfsde;;de_gtfsde|352670;67.8;34.8;51;52.5;79.1;90.6;38.1;1.19;1.16;23;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|102238;95.3;34.5;36;76.1;92;97.1;21;0.99;0.91;10;87;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.99)
Pays-Bas;nl_ovapi;Zaandijk Zaanse Schans;nl_ovapi|zaandijkzaanseschans@52.47,4.81;45;34.5;77;48.3;96.6;99.5;51.2;0.58;0.57;13;146;6;0.33;0;REJETEE;volume irregulier (CV 0.58)
Allemagne;de_gtfsde;;de_gtfsde|386797;93.3;34.3;37;59.1;86.1;94.2;35;0.82;0.74;29;54;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.82)
Etats-Unis;us_mta_mnr;;us_mta_mnr|115;88;34.3;39;48.1;85.4;97.6;49.5;0.14;0.15;21;72;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;S+U Berlin Hauptbahnhof;de_gtfsde|suberlinhauptbahnhof@52.53,13.37;78.8;34.3;44;45.1;69.9;79.6;34.5;0.8;0.75;42;94;6;0;0;REJETEE;volume irregulier (CV 0.80)
Allemagne;de_gtfsde;;de_gtfsde|511179;67.3;34.3;51;60.6;81.8;94.2;33.6;1.25;1.21;21;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.25)
Allemagne;de_gtfsde;;de_gtfsde|11928;42;34.3;82;26.3;41.6;61.3;35;1.35;1.31;46;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.35)
Allemagne;de_gtfsde;;de_gtfsde|169336;94.8;34;36;65.4;87.5;95.6;30.1;0.98;0.93;50;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.98)
Allemagne;de_gtfsde;;de_gtfsde|647478;45.3;34;75;39;70.6;79.4;40.4;1.02;0.94;36;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|371091;51.8;33.8;65;37;76.3;92.6;55.6;1.23;1.17;67;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.23) , ponctualite erratique (amplitude 67 pt)
Pays-Bas;nl_ovapi;Koog aan de Zaan;nl_ovapi|koogaandezaan@52.46,4.81;45;33.8;75;65.5;96.6;100;34.5;0.57;0.57;14;146;6;0.33;0;REJETEE;volume irregulier (CV 0.57)
Pays-Bas;nl_ovapi;Diemen;nl_ovapi|diemen@52.35,4.97;52;33.7;65;74.8;97.5;98;23.3;0.76;0.75;17;276;6;1.17;0;REJETEE;volume irregulier (CV 0.76)
Pays-Bas;nl_ovapi;Steenwijk;nl_ovapi|steenwijk@52.79,6.12;45.2;33.7;75;63.4;90.1;96;32.7;0.45;0.45;20;152;6;0;0;REJETEE;volume irregulier (CV 0.45)
Allemagne;de_gtfsde;;de_gtfsde|18912;100.5;33.5;33;64.9;83.6;92.5;27.6;1.35;1.29;25;25;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.35)
Allemagne;de_gtfsde;;de_gtfsde|519080;93.5;33.5;36;39.6;72.4;87.3;47.8;1.39;1.37;63;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.39) , ponctualite erratique (amplitude 63 pt)
Allemagne;de_gtfsde;;de_gtfsde|339906;73.8;33.5;45;54.5;85.8;94.8;40.3;1.03;0.94;25;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.03)
Allemagne;de_gtfsde;;de_gtfsde|275066;72.8;33.5;46;68.7;88.8;94.8;26.1;1.11;1.05;23;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.11)
Allemagne;de_gtfsde;;de_gtfsde|184973;71.3;33.5;47;47;77.6;89.6;42.5;1.12;1.04;29;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.12)
Allemagne;de_gtfsde;;de_gtfsde|574464;64.3;33.5;52;55.2;88.1;92.5;37.3;1.24;1.19;23;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.24)
Allemagne;de_gtfsde;;de_gtfsde|22181;64;33.5;52;41;73.9;85.8;44.8;1;0.92;29;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;;de_gtfsde|321344;79.5;33.3;42;54.9;81.2;94;39.1;0.95;0.9;38;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.95)
Allemagne;de_gtfsde;;de_gtfsde|458093;72.8;33.3;46;54.1;87.2;93.2;39.1;1.13;1.1;30;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Pays-Bas;nl_ovapi;Feanwâlden;nl_ovapi|feanwlden@53.24,5.99;41;33.3;81;55.6;99.2;100;44.4;0.48;0.5;17;222;4;0;0;REJETEE;presente 4/6 jours , ponctualite 99.2 % > 98 % , volume irregulier (CV 0.48)
Pays-Bas;nl_ovapi;Arnhem Velperpoort;nl_ovapi|arnhemvelperpoort@51.99,5.92;46.8;33.2;71;50.3;94;98;47.7;0.8;0.78;18;129;6;0.5;0;REJETEE;volume irregulier (CV 0.80)
Pays-Bas;nl_ovapi;De Vink;nl_ovapi|devink@52.15,4.46;51.3;33;64;83.8;96.5;98.5;14.6;0.53;0.48;16;113;6;0;0;REJETEE;volume irregulier (CV 0.53)
Pays-Bas;nl_ovapi;Heerenveen;nl_ovapi|heerenveen@52.96,5.92;45.3;33;73;48;91.4;96;48;0.46;0.44;14;146;6;0;0;REJETEE;volume irregulier (CV 0.46)
Allemagne;de_gtfsde;;de_gtfsde|45674;78.3;32.8;42;40.5;66.4;77.1;36.6;1.31;1.27;15;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.31)
Allemagne;de_gtfsde;;de_gtfsde|600870;55.3;32.8;59;29.8;85.5;98.5;68.7;1.19;1.15;50;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Allemagne;de_gtfsde;;de_gtfsde|278984;47;32.8;70;31.3;80.9;96.9;65.6;1.39;1.36;50;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.39)
Pays-Bas;nl_ovapi;Enschede;nl_ovapi|enschede@52.22,6.89;64;32.7;51;86.7;95.4;97.4;10.7;0.46;0.46;9;169;6;0.5;0;REJETEE;volume irregulier (CV 0.46)
Etats-Unis;us_mta_mnr;;us_mta_mnr|112;87.3;32.5;37;45.1;86.2;98.5;53.3;0.15;0.15;19;72;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|38426;62.5;32.5;52;52.3;83.1;90.8;38.5;1.3;1.26;67;23;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.30) , ponctualite erratique (amplitude 67 pt)
Allemagne;de_gtfsde;;de_gtfsde|182925;46.8;32.5;70;36.9;80;94.6;57.7;1.36;1.3;29;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.36)
Etats-Unis;us_mta_mnr;;us_mta_mnr|18;85.7;32.3;38;46.4;92.3;99;52.6;0.13;0.11;17;79;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|237560;82;32.3;39;45;69;84.5;39.5;1.38;1.34;38;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.38)
Allemagne;de_gtfsde;;de_gtfsde|476025;70.8;32.3;46;52.7;80.6;91.5;38.8;1.09;1.06;36;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.09)
Allemagne;de_gtfsde;;de_gtfsde|236752;52.3;32.3;62;31;74.4;88.4;57.4;1.15;1.11;15;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;;de_gtfsde|28403;94.8;32;34;80.5;91.4;96.1;15.6;1;0.92;100;85;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|220392;78.5;32;41;53.9;80.5;90.6;36.7;1.29;1.25;21;17;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.29)
Allemagne;de_gtfsde;;de_gtfsde|573218;57;32;56;55.5;86.7;93.8;38.3;1.06;1.06;23;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.06)
Allemagne;de_gtfsde;;de_gtfsde|180939;49.3;32;65;46.9;77.3;91.4;44.5;1.47;1.4;25;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.47)
Allemagne;de_gtfsde;;de_gtfsde|130313;65.5;31.8;48;48.8;78.7;91.3;42.5;0.9;0.83;26;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.90)
Allemagne;de_gtfsde;;de_gtfsde|10828;55.8;31.8;57;33.9;63;80.3;46.5;0.93;0.89;43;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.93)
Allemagne;de_gtfsde;;de_gtfsde|501500;52.8;31.8;60;44.9;87.4;95.3;50.4;1.56;1.44;25;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.56)
Allemagne;de_gtfsde;;de_gtfsde|667386;47.3;31.8;67;33.1;84.3;96.1;63;1.37;1.34;17;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.37)
Allemagne;de_gtfsde;;de_gtfsde|613420;89.5;31.5;35;56.3;86.5;90.5;34.1;1.3;1.23;27;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.30)
Allemagne;de_gtfsde;;de_gtfsde|365614;63.8;31.5;49;57.9;92.1;99.2;41.3;0.94;0.92;13;5;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.94)
Allemagne;de_gtfsde;Herford, Bahnhof/ZOB;de_gtfsde|herfordbahnhofzob@52.12,8.66;55.3;31.5;57;50;68.3;84.1;34.1;0.63;0.53;62;89;4;0;0;REJETEE;presente 4/6 jours , volume irregulier (CV 0.63) , ponctualite erratique (amplitude 62 pt)
Allemagne;de_gtfsde;;de_gtfsde|433874;53.3;31.5;59;74.6;96;97.6;23;1.14;1.06;5;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.14)
Allemagne;de_gtfsde;;de_gtfsde|255750;50.3;31.5;63;34.9;64.3;74.6;39.7;1.27;1.26;67;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.27) , ponctualite erratique (amplitude 67 pt)
Pays-Bas;nl_ovapi;Boxtel;nl_ovapi|boxtel@51.59,5.32;49.7;31.5;63;79.4;97.4;98.4;19;0.51;0.53;14;214;6;0;0;REJETEE;volume irregulier (CV 0.51)
Pays-Bas;nl_ovapi;Hollandsche Rading;nl_ovapi|hollandscherading@52.18,5.18;44.7;31.5;71;81.5;98.4;100;18.5;0.58;0.54;7;125;6;0;0;REJETEE;ponctualite 98.4 % > 98 % , volume irregulier (CV 0.58)
Allemagne;de_gtfsde;;de_gtfsde|220979;91;31.3;34;41.6;82.4;92;50.4;0.99;0.93;20;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.99)
Allemagne;de_gtfsde;;de_gtfsde|609404;53.8;31.3;58;48.8;70.4;84.8;36;1.18;1.08;37;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.18)
Allemagne;de_gtfsde;;de_gtfsde|583676;51;31.3;61;24.8;58.4;76;51.2;1.19;1.18;57;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.19)
Pays-Bas;nl_ovapi;Krommenie-Assendelft;nl_ovapi|krommenieassendelft@52.49,4.76;44.8;31.3;70;50.5;97.9;100;49.5;0.58;0.57;13;145;6;0.33;0;REJETEE;volume irregulier (CV 0.58)
Pays-Bas;nl_ovapi;Eindhoven Strijp-S;nl_ovapi|eindhovenstrijps@51.45,5.46;50.2;31.2;62;79.7;98.9;99.5;19.8;0.5;0.52;14;204;6;0;0;REJETEE;ponctualite 98.9 % > 98 % , volume irregulier (CV 0.50)
Allemagne;de_gtfsde;;de_gtfsde|419811;87.3;31;36;62.1;78.2;88.7;26.6;1.09;0.97;29;65;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.09)
Allemagne;de_gtfsde;Levinska Olesnice;de_gtfsde|levinskaolesnice@50.52,15.53;56.5;31;55;33.9;87.9;99.2;65.3;1.18;1.15;14;10;4;0;0;REJETEE;presente 4/6 jours , volume irregulier (CV 1.18)
Allemagne;de_gtfsde;;de_gtfsde|298423;55.5;31;56;16.9;82.3;97.6;80.6;1.22;1.18;20;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.22)
Etats-Unis;us_mta_lirr;;us_mta_lirr|64;40.6;31;76;52.9;93.5;100;47.1;1.17;1.13;9;298;5;0.4;0;REJETEE;identite non resolue , presente 5/6 jours , volume irregulier (CV 1.17)
Pays-Bas;nl_ovapi;Amsterdam Holendrecht;nl_ovapi|amsterdamholendrecht@52.30,4.96;38;31;82;69.9;97.3;98.4;28.5;0.52;0.45;10;92;6;0.17;0;REJETEE;volume irregulier (CV 0.52)
Allemagne;de_gtfsde;;de_gtfsde|8972;91.5;30.8;34;58.5;83.7;89.4;30.9;1.15;1.08;42;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.15)
Allemagne;de_gtfsde;Tübingen Hauptbahnhof;de_gtfsde|tbingenhauptbahnhof@48.52,9.06;84;30.8;37;57.8;81.2;96.1;38.3;0.86;0.74;22;87;5;0;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.86)
Etats-Unis;us_mta_mnr;;us_mta_mnr|149;83.8;30.8;37;55.7;85.4;96.8;41.1;0.14;0.14;23;73;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|462511;47;30.8;65;30.9;79.7;95.9;65;1.41;1.37;23;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.41)
Allemagne;de_gtfsde;;de_gtfsde|18667;45.8;30.8;67;29.3;66.7;86.2;56.9;1.24;1.19;35;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.24)
Pays-Bas;nl_ovapi;Vierlingsbeek;nl_ovapi|vierlingsbeek@51.59,6.00;41.2;30.8;75;51.4;93.5;97.8;46.5;0.97;0.89;12;41;6;1.67;0;REJETEE;volume irregulier (CV 0.97)
Pays-Bas;nl_ovapi;Amsterdam Science Park;nl_ovapi|amsterdamsciencepark@52.35,4.95;52.2;30.7;59;67.4;96.2;97.8;30.4;0.76;0.75;17;274;6;1.17;0;REJETEE;volume irregulier (CV 0.76)
Pays-Bas;nl_ovapi;Abcoude;nl_ovapi|abcoude@52.28,4.98;44.2;30.7;69;81;97.3;98.4;17.4;0.52;0.52;12;131;6;0.17;0;REJETEE;volume irregulier (CV 0.52)
Pays-Bas;nl_ovapi;Hoogkarspel;nl_ovapi|hoogkarspel@52.69,5.18;43.8;30.7;70;79.9;96.2;96.7;16.8;0.39;0.38;11;127;6;0;0;REJETEE;volume irregulier (CV 0.39)
Etats-Unis;us_mta_mnr;;us_mta_mnr|11;76.3;30.5;40;41.5;92.3;99.5;57.9;0.08;0.06;18;89;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|328064;70.8;30.5;43;36.9;64.8;73;36.1;1.26;1.2;27;19;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.26)
Allemagne;de_gtfsde;;de_gtfsde|454321;64.5;30.5;47;42.6;80.3;92.6;50;0.91;0.85;25;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.91)
Allemagne;de_gtfsde;;de_gtfsde|261151;54.8;30.5;56;18.9;47.5;59.8;41;1.36;1.33;57;7;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.36)
Allemagne;de_gtfsde;;de_gtfsde|141397;54.8;30.5;56;40.2;80.3;92.6;52.5;1.13;1.05;30;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Allemagne;de_gtfsde;;de_gtfsde|35846;48.3;30.5;63;29.5;64.8;82.8;53.3;1.37;1.33;38;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.37)
Allemagne;de_gtfsde;;de_gtfsde|577089;47.3;30.5;65;27.9;69.7;93.4;65.6;1.52;1.48;32;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.52)
Allemagne;de_gtfsde;;de_gtfsde|137397;45;30.5;68;44.3;77;87.7;43.4;1.34;1.28;50;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.34)
Pays-Bas;nl_ovapi;Utrecht Leidsche Rijn;nl_ovapi|utrechtleidscherijn@52.10,5.07;40.5;30.5;75;86.9;98.4;99.5;12.6;0.81;0.72;7;83;6;0.17;0;REJETEE;ponctualite 98.4 % > 98 % , volume irregulier (CV 0.81)
Allemagne;de_gtfsde;;de_gtfsde|404734;129.5;30.3;23;87.6;98.3;98.3;10.7;1.02;0.94;6;69;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , ponctualite 98.3 % > 98 % , volume irregulier (CV 1.02)
Allemagne;de_gtfsde;;de_gtfsde|216871;82.5;30.3;37;81.8;93.4;95.9;14;1.07;1;11;94;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.07)
Etats-Unis;us_mta_mnr;;us_mta_mnr|118;82;30.3;37;45.1;84.1;97.3;52.2;0.11;0.11;22;80;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|143210;45;30.3;67;34.7;74.4;94.2;59.5;1.36;1.35;50;16;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.36)
France;fr_sncf;Paris Montparnasse Hall 1 - 2;fr_sncf|UIC87391003;120.7;30;25;87.2;92.8;95.6;8.3;0.51;0.53;14;218;6;1.33;0;REJETEE;volume irregulier (CV 0.51)
Pays-Bas;nl_ovapi;Buitenpost;nl_ovapi|buitenpost@53.26,6.14;37.8;30;79;39.2;97.5;100;60.8;0.56;0.56;3;251;4;0;0;REJETEE;presente 4/6 jours , volume irregulier (CV 0.56)
Etats-Unis;us_mta_mnr;;us_mta_mnr|110;82.7;29.8;36;45.8;86.6;98.3;52.5;0.12;0.12;18;77;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|120;82;29.8;36;45.3;84.4;97.2;52;0.11;0.11;22;80;6;0;0;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Boxmeer;nl_ovapi|boxmeer@51.64,5.94;59.2;29.8;50;66.5;95.5;97.8;31.3;0.69;0.65;8;146;6;1.67;0;REJETEE;volume irregulier (CV 0.69)
Pays-Bas;nl_ovapi;Cuijk;nl_ovapi|cuijk@51.73,5.87;56.2;29.8;53;53;92.6;97.3;44.3;0.77;0.66;100;79;5;1.8;0;REJETEE;presente 5/6 jours , volume irregulier (CV 0.77) , ponctualite erratique (amplitude 100 pt)
Allemagne;de_gtfsde;;de_gtfsde|315373;55.3;29.8;54;48.7;81.5;90.8;42;0.92;0.81;23;85;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.92)
Allemagne;de_gtfsde;Hagsfeld Bahnhof;de_gtfsde|hagsfeldbahnhof@49.03,8.45;51;29.8;58;59.8;84.9;90.5;30.7;0.74;0.68;40;214;6;0;0;REJETEE;volume irregulier (CV 0.74)
Allemagne;de_gtfsde;;de_gtfsde|649885;50;29.8;60;60.5;89.9;97.5;37;1.22;1.2;100;8;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.22) , ponctualite erratique (amplitude 100 pt)
Pays-Bas;nl_ovapi;Venray;nl_ovapi|venray@51.53,6.01;41.8;29.8;71;56.4;95.5;97.8;41.3;0.96;0.91;9;40;6;1.67;0;REJETEE;volume irregulier (CV 0.96)
Allemagne;de_gtfsde;;de_gtfsde|365889;39.3;29.8;76;26.9;51.3;73.1;46.2;1.13;1.05;56;6;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.13)
Etats-Unis;us_mta_mnr;;us_mta_mnr|622;71.3;29.7;42;42.1;88.8;98.9;56.7;0.24;0.31;29;74;6;0;0;REJETEE;identite non resolue
Pays-Bas;nl_ovapi;Bovenkarspel Flora;nl_ovapi|bovenkarspelflora@52.70,5.25;42.7;29.7;70;81.5;97.2;99.4;18;0.41;0.4;5;124;6;0;0;REJETEE;volume irregulier (CV 0.41)
Allemagne;de_gtfsde;;de_gtfsde|654172;51.5;29.5;57;69.5;90.7;97.5;28;0.98;0.97;18;9;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.98)
Allemagne;de_gtfsde;;de_gtfsde|218706;97.8;29.3;30;87.2;96.6;99.1;12;1;0.92;5;91;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
Allemagne;de_gtfsde;;de_gtfsde|515937;94.8;29.3;31;76.9;89.7;96.6;19.7;0.98;0.91;100;89;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.98) , ponctualite erratique (amplitude 100 pt)
Etats-Unis;us_mta_mnr;;us_mta_mnr|108;88;29.3;33;44.3;84.7;98.3;54;0.15;0.16;24;71;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|111;82.5;29.3;36;46.6;86.9;98.3;51.7;0.1;0.12;18;77;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|528037;82;29.3;36;73.5;97.4;98.3;24.8;0.86;0.8;7;66;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 0.86)
Etats-Unis;us_mta_mnr;;us_mta_mnr|121;82;29.3;36;44.9;84.7;97.2;52.3;0.14;0.11;22;80;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|441285;58.5;29.3;50;42.7;80.3;92.3;49.6;1.04;0.95;45;15;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.04)
Australie;au_translink_seq;Boondall station;au_translink_seq|boondallstation@-27.35,153.07;52.3;29.3;56;72.6;94;98.3;25.6;0.11;0.19;22;;4;0;0;REJETEE;presente 4/6 jours
Etats-Unis;us_mta_mnr;;us_mta_mnr|127;55;29.2;53;48;80.6;90.3;42.3;0.18;0.17;26;67;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|91154;82;29;35;85.3;98.3;98.3;12.9;0.85;0.8;5;66;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , ponctualite 98.3 % > 98 % , volume irregulier (CV 0.85)
Australie;au_translink_seq;Nudgee station;au_translink_seq|nudgeestation@-27.37,153.08;52.3;29;56;76.7;94.8;99.1;22.4;0.11;0.19;17;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|192011;52;29;56;84.5;99.1;99.1;14.7;1.08;1.02;7;12;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , ponctualite 99.1 % > 98 % , volume irregulier (CV 1.08)
Allemagne;de_gtfsde;;de_gtfsde|133365;56.3;28.8;51;22.6;88.7;99.1;76.5;1.08;1.04;22;10;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.08)
Australie;au_translink_seq;North Boondall station;au_translink_seq|northboondallstation@-27.34,153.06;51.8;28.8;56;73.9;94.8;98.3;24.3;0.13;0.2;24;;4;0;0;REJETEE;presente 4/6 jours
Allemagne;de_gtfsde;;de_gtfsde|475391;43;28.8;67;40;64.3;84.3;44.3;1.2;1.09;38;13;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.20)
Etats-Unis;us_mta_mnr;;us_mta_mnr|105;84.5;28.7;34;48.3;87.2;98.3;50;0.14;0.13;15;75;6;0;0;REJETEE;identite non resolue
Etats-Unis;us_mta_mnr;;us_mta_mnr|25;77.3;28.5;37;50.3;92.4;99.4;49.1;0.08;0.06;15;90;6;0;0;REJETEE;identite non resolue
Allemagne;de_gtfsde;;de_gtfsde|619977;73;28.5;39;44.7;75.4;86.8;42.1;1;0.95;48;11;4;0;0;REJETEE;identite non resolue , presente 4/6 jours , volume irregulier (CV 1.00)
